the_geom,segmentid,bikeid,prevbikeid,status,boro,street,fromstreet,tostreet,onoffst,facilitycl,allclasses,bikedir,lanecount,ft_facilit,tf_facilit,instdate,grnwy,gwsystem,spur,gwyjuris,ret_date,gwsys2,tf2facilit,ft2facilit,category
"{'type': MultiLineString, 'coordinates': [[[-73.96925503017981, 40.6728576142367], [-73.96910223881073, 40.672913140493925], [-73.9690961271645, 40.67291665896622], [-73.96909029806768, 40.67292044496711], [-73.96908477163302, 40.672924484994304], [-73.96907956560777, 40.67292876554492], [-73.96907470010558, 40.672933271315586], [-73.96907018932643, 40.67293798700148], [-73.96906605101893, 40.672942896398084], [-73.96906229701837, 40.67294798239883], [-73.96905894389154, 40.67295322699795], [-73.96902497349427, 40.673008874196775]]]}",0244860,6422.0,1389,Current,3,PLAZA ST W,FLATBUSH AV,PLAZA ST E,ON,I,I,2,2,Protected,Protected,2011-09-01T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.97087894510955, 40.67271317446212], [-73.97040734548594, 40.672647219261094]]]}",0029121,1386.0,NA,Current,3,PLAZA ST W,GRAND ARMY PLZ GREENWAY,UNION ST,ON,I,I,2,2,Protected,Protected,2011-09-01T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.96902497349427, 40.673008874196775], [-73.9690111242655, 40.67303551130783]]]}",0259525,6422.0,1389,Current,3,PLAZA ST W,FLATBUSH AV,PLAZA ST E,ON,I,I,2,2,Protected,Protected,2011-09-01T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.99972141599082, 40.695562821073146], [-73.99964618537578, 40.69571018074623], [-73.99964252470163, 40.69571706515355], [-73.99963829730328, 40.69572375955085], [-73.99963351974466, 40.695730236022165], [-73.99962821213933, 40.69573646845271], [-73.99962239460055, 40.69574243162802], [-73.9996160907914, 40.695748101234365], [-73.99960932674098, 40.69575345475884], [-73.99960212966168, 40.69575847058922], [-73.99959452913225, 40.695763128013745], [-73.99958655473125, 40.69576740902212], [-73.9995782384038, 40.695771295604224], [-73.99956961564425, 40.69577477245132], [-73.99956071958084, 40.69577782515536], [-73.99955158689113, 40.69578044200966], [-73.99954225425286, 40.695782612208184], [-73.99938808925832, 40.69582782082475]]]}",0315351,1034.0,NA,Current,3,BROOKLYN BRIDGE PARK GREENWAY,MONTAGUE ST,JORALEMON ST,OFF,I,I,2,2,Protected,Protected,2011-09-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,BBPDC,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.99938808925832, 40.69582782082475], [-73.9993725013266, 40.69583057450824], [-73.9993571843259, 40.69583409812937], [-73.99934220332871, 40.695838377280445], [-73.99932762222447, 40.695843394852155], [-73.9993135049028, 40.69584912743181], [-73.99929990933761, 40.695855550706014], [-73.99928689705237, 40.69586263856051], [-73.99927452128868, 40.695870358577324], [-73.99926283647136, 40.69587867923912], [-73.99925189229285, 40.695887564525975], [-73.99924173489615, 40.69589697571624], [-73.99922756540042, 40.695911081250706], [-73.99921414955669, 40.69592560822839], [-73.99920150866222, 40.69594053233595], [-73.99918966401417, 40.6959558301604], [-73.99917863454345, 40.69597147648776], [-73.99916843799807, 40.69598744700455], [-73.99915909094268, 40.69600371649682], [-73.99909376741708, 40.696153928696184]]]}",0315352,1034.0,NA,Current,3,BROOKLYN BRIDGE PARK GREENWAY,MONTAGUE ST,JORALEMON ST,OFF,I,I,2,2,Protected,Protected,2011-09-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,BBPDC,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.9696639405561, 40.67264236727836], [-73.96955586519046, 40.67276095189009], [-73.96925503017981, 40.6728576142367]]]}",0244859,6422.0,1389,Current,3,PLAZA ST W,FLATBUSH AV,PLAZA ST E,ON,I,I,2,2,Protected,Protected,2011-09-01T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.9933971027718, 40.70393937760862], [-73.99324586313125, 40.70396485601411], [-73.99253804243493, 40.703950780531756]]]}",0297578,1035.0,NA,Current,3,BROOKLYN BRIDGE PARK GREENWAY,NEW DOCK ST,MAIN ST,OFF,I,I,2,2,Protected,Protected,2011-09-15T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,BBPDC,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.99253804243493, 40.703950780531756], [-73.99066343440582, 40.70390793607505]]]}",0297581,1035.0,NA,Current,3,BROOKLYN BRIDGE PARK GREENWAY,NEW DOCK ST,MAIN ST,OFF,I,I,2,2,Protected,Protected,2011-09-15T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,BBPDC,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.94374837216242, 40.75262098030427], [-73.94383536787049, 40.75253012209569]]]}",0252124,7306.0,NA,Current,4,21 STREET,QUEENSBRIDGE BABY PARK,QUEENS PLZ N,OFF,I,I,2,2,Sidewalk,Sidewalk,2011-09-30T00:00:00.000,Greenway,Queens Waterfront,Queensbridge,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94369877992885, 40.75267277298098], [-73.94374837216242, 40.75262098030427]]]}",0289322,7306.0,NA,Current,4,21 STREET,QUEENSBRIDGE BABY PARK,QUEENS PLZ N,OFF,I,I,2,2,Sidewalk,Sidewalk,2011-09-30T00:00:00.000,Greenway,Queens Waterfront,Queensbridge,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.89240906733238, 40.74713532866726], [-73.89150522874252, 40.74723844346591]]]}",0076050,1637.0,NA,Retired,4,37 RD,73 ST,74 ST,OFF,I,I,2,2,Ped Plaza,Ped Plaza,2011-10-01T00:00:00.000,,,,,2018-09-17T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99992106330963, 40.69167430257913], [-74.00068439003799, 40.69189781510822]]]}",0275388,981.0,NA,Current,3,ATLANTIC AV,BROOKLYN BRIDGE PARK GREENWAY,COLUMBIA ST,ON,I,I,2,2,Protected,Protected,2011-10-13T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.93650826117636, 40.74825527880541], [-73.93541482773581, 40.74718796058919]]]}",0248676,6423.0,1941,Current,4,QUEENS BLVD,SKILLMAN AV,JACKSON AV,ON,I,I,2,2,Protected,Protected,2011-10-20T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.9346675463428, 40.74646279609664], [-73.93434719063588, 40.746139623796275]]]}",0346320,6423.0,1941,Current,4,QUEENS BLVD,SKILLMAN AV,JACKSON AV,ON,I,I,2,2,Protected,Protected,2011-10-20T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.93739653736563, 40.748916439542604], [-73.93714069740477, 40.74887047343784], [-73.93674775108246, 40.74849321180175]]]}",0248670,6423.0,1941,Current,4,QUEENS BLVD,SKILLMAN AV,JACKSON AV,ON,I,I,2,2,Protected,Protected,2011-10-20T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.93434719063588, 40.746139623796275], [-73.93439987360547, 40.74603455657503]]]}",0346321,6423.0,1941,Current,4,QUEENS BLVD,SKILLMAN AV,JACKSON AV,ON,I,I,2,2,Protected,Protected,2011-10-20T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.9351029696438, 40.74688819305639], [-73.9346675463428, 40.74646279609664]]]}",0248682,6423.0,1941,Current,4,QUEENS BLVD,SKILLMAN AV,JACKSON AV,ON,I,I,2,2,Protected,Protected,2011-10-20T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.93674775108246, 40.74849321180175], [-73.93650826117636, 40.74825527880541]]]}",0248673,6423.0,1941,Current,4,QUEENS BLVD,SKILLMAN AV,JACKSON AV,ON,I,I,2,2,Protected,Protected,2011-10-20T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.93541482773581, 40.74718796058919], [-73.9351029696438, 40.74688819305639]]]}",0248679,6423.0,1941,Current,4,QUEENS BLVD,SKILLMAN AV,JACKSON AV,ON,I,I,2,2,Protected,Protected,2011-10-20T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.94426542218103, 40.74904065482524], [-73.94478718803502, 40.74840081722409]]]}",0036984,1608.0,NA,Current,4,23 ST,44 DR,QUEENS PLAZA S,ON,III,III,2,2,Shared,Shared,2011-10-27T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94320028832436, 40.75023415980413], [-73.94370798519341, 40.74967579895445]]]}",0185549,1608.0,NA,Current,4,23 ST,44 DR,QUEENS PLAZA S,ON,III,III,2,2,Shared,Shared,2011-10-27T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94316727990312, 40.75027047083991], [-73.94320028832436, 40.75023415980413]]]}",0185548,1608.0,NA,Current,4,23 ST,44 DR,QUEENS PLAZA S,ON,III,III,2,2,Shared,Shared,2011-10-27T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94478718803502, 40.74840081722409], [-73.9450562851993, 40.74766389042072]]]}",0036959,1608.0,NA,Current,4,23 ST,44 DR,QUEENS PLAZA S,ON,III,III,2,2,Shared,Shared,2011-10-27T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94313853894695, 40.750301271974855], [-73.94316727990312, 40.75027047083991]]]}",0185547,1608.0,NA,Current,4,23 ST,44 DR,QUEENS PLAZA S,ON,III,III,2,2,Shared,Shared,2011-10-27T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94282224880193, 40.75065172114846], [-73.94313853894695, 40.750301271974855]]]}",0185546,1608.0,NA,Current,4,23 ST,44 DR,QUEENS PLAZA S,ON,III,III,2,2,Shared,Shared,2011-10-27T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94370798519341, 40.74967579895445], [-73.94426542218103, 40.74904065482524]]]}",0036990,1608.0,NA,Current,4,23 ST,44 DR,QUEENS PLAZA S,ON,III,III,2,2,Shared,Shared,2011-10-27T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94254402864868, 40.75094837689438], [-73.94282224880193, 40.75065172114846]]]}",9009904,1608.0,NA,Current,4,23 ST,44 DR,QUEENS PLAZA S,ON,III,III,2,2,Shared,Shared,2011-10-27T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.9422716890338, 40.751244717926056], [-73.94254402864868, 40.75094837689438]]]}",9009905,1608.0,NA,Current,4,23 ST,44 DR,QUEENS PLAZA S,ON,III,III,2,2,Shared,Shared,2011-10-27T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.88523970459724, 40.81707010272994], [-73.88431930187627, 40.81720993072843]]]}",0077822,779.0,NA,Current,2,LAFAYETTE AV,HUNTS PT AV,EDGEWATER RD,ON,II,II,2,2,Conventional,Conventional,2011-11-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.88587440113575, 40.81459591216609], [-73.88603618534806, 40.81475208433706]]]}",0311370,7862.0,NA,Current,2,HUNTS PT AV,GARRISON AVE,SPOFFORD AVE,ON,II,"III,II",2,2,Shared,Conventional,2011-11-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.88431930187627, 40.81720993072843], [-73.8833807334761, 40.817351434948826]]]}",0077835,779.0,NA,Current,2,LAFAYETTE AV,HUNTS PT AV,EDGEWATER RD,ON,II,II,2,2,Conventional,Conventional,2011-11-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.8891597250196, 40.818604413902236], [-73.88971320952632, 40.81943274460935]]]}",0077625,767.0,NA,Current,2,HUNTS PT AV,GARRISON AVE,SPOFFORD AVE,ON,II,II,2,2,Conventional,Conventional,2011-11-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94021813895999, 40.851334043669894], [-73.94078341876707, 40.85131446767187]]]}",0294739,532.0,NA,Current,1,W 181 ST,AMSTERDAM AV,RIVERSIDE DR,ON,III,III,2,2,Shared,Shared,2011-11-14T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.9395701360664, 40.85126837537512], [-73.93974917477343, 40.85130130815288]]]}",0302452,532.0,NA,Current,1,W 181 ST,AMSTERDAM AV,RIVERSIDE DR,ON,III,III,2,2,Shared,Shared,2011-11-14T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.93828416659927, 40.85090854515825], [-73.93923603288819, 40.851178486591294]]]}",0070987,532.0,NA,Current,1,W 181 ST,AMSTERDAM AV,RIVERSIDE DR,ON,III,III,2,2,Shared,Shared,2011-11-14T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94078341876707, 40.85131446767187], [-73.94081469164925, 40.851315273451576], [-73.94084591761948, 40.85131682390533], [-73.94087706228828, 40.85131911811515], [-73.94090809838397, 40.85132215246507], [-73.94093899270374, 40.85132592513726], [-73.94096971679076, 40.85133043161475], [-73.94100023981561, 40.851335668279965], [-73.94103053095122, 40.85134162881386], [-73.94106056055558, 40.85134830779857], [-73.94109030017258, 40.85135569981674], [-73.94111971897735, 40.851363795847966], [-73.9411487897004, 40.85137258957516], [-73.94117748151764, 40.85138207107745], [-73.94120576834773, 40.85139223133685]]]}",0294740,532.0,NA,Current,1,W 181 ST,AMSTERDAM AV,RIVERSIDE DR,ON,III,III,2,2,Shared,Shared,2011-11-14T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.93974917477343, 40.85130130815288], [-73.93978181075738, 40.85130809869176], [-73.93981467623695, 40.85131421667385], [-73.939847748683, 40.851319657584725], [-73.93988100319375, 40.85132441780929], [-73.93991441368227, 40.851328492831335], [-73.93994795761701, 40.85133188083799], [-73.9399816100952, 40.851334579114734], [-73.9400153462142, 40.851336584947056], [-73.94004914106975, 40.851337897421445], [-73.94008297094337, 40.85133851562505], [-73.94011681092996, 40.85133843954488], [-73.94015063493931, 40.851337668266915], [-73.94018441925128, 40.85133620267941], [-73.94021813895999, 40.851334043669894]]]}",0302453,532.0,NA,Current,1,W 181 ST,AMSTERDAM AV,RIVERSIDE DR,ON,III,III,2,2,Shared,Shared,2011-11-14T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.93923603288819, 40.851178486591294], [-73.9395701360664, 40.85126837537512]]]}",0294737,532.0,NA,Current,1,W 181 ST,AMSTERDAM AV,RIVERSIDE DR,ON,III,III,2,2,Shared,Shared,2011-11-14T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94198678132256, 40.751548825140816], [-73.94202874976905, 40.75150480342393]]]}",0172578,1609.0,NA,Current,4,23 ST,QUEENS PLZ S,QUEENS PLZ N,ON,II,II,2,2,Curbside Buffered,Curbside,2011-12-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94187442075207, 40.751670283670784], [-73.94195045343649, 40.751588095013425]]]}",9009888,1609.0,NA,Current,4,23 ST,QUEENS PLZ S,QUEENS PLZ N,ON,II,II,2,2,Curbside Buffered,Curbside,2011-12-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.95737456067484, 40.78972066689889], [-73.95747298814562, 40.78973481050358]]]}",0297888,176.0,NA,Current,1,CENTRAL PARK PATH,CENTRAL PARK W,5 AV,OFF,I,I,2,2,Protected,Protected,2011-12-01T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.94195045343649, 40.751588095013425], [-73.94198678132256, 40.751548825140816]]]}",9009889,1609.0,NA,Current,4,23 ST,QUEENS PLZ S,QUEENS PLZ N,ON,II,II,2,2,Curbside Buffered,Curbside,2011-12-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.95763338081447, 40.78948909140512], [-73.95764050912135, 40.789486433945996], [-73.95764783744696, 40.789484111546194], [-73.95765533735025, 40.789482133200266], [-73.95766298394585, 40.789480506103054], [-73.95767074523948, 40.78947923744671], [-73.95767859516377, 40.78947832992325], [-73.95768650291046, 40.789477788924245], [-73.95769444004371, 40.78947761533987], [-73.95770237457334, 40.789477810058706], [-73.95773924992397, 40.7894787339922], [-73.95777607977892, 40.78948040531286], [-73.95781283807547, 40.78948282130969], [-73.95784949875015, 40.789485980172195], [-73.95788603573895, 40.78948988099052], [-73.95792242298027, 40.789494519252635], [-73.95795863441063, 40.78949989314827], [-73.95799468754184, 40.789500783381584], [-73.95803072774602, 40.78949962766118], [-73.95806655359874, 40.789496432217334], [-73.95810196722196, 40.78949121588879], [-73.95813676954805, 40.78948400561865], [-73.95817076742395, 40.789474843660905], [-73.95820377243113, 40.78946378037596], [-73.95825118594654, 40.78944880242189], [-73.95829897694925, 40.7894345341795], [-73.95834712766518, 40.7894209810449], [-73.95839561794992, 40.789408149313836], [-73.95844443121543, 40.78939604258188], [-73.95849354731799, 40.78938466624445], [-73.95854294729945, 40.789374024796814], [-73.95857966811882, 40.789369975840636], [-73.95861666501042, 40.78936780541646], [-73.9586537685447, 40.789367522468275], [-73.95869081522012, 40.78936912963891], [-73.95872763561819, 40.78937261786271], [-73.95876406624731, 40.78937797357382], [-73.95879994362348, 40.78938517059977], [-73.95883510663494, 40.78939417826642], [-73.95886939654534, 40.78940495599523], [-73.95890265936272, 40.78941745420455], [-73.95893474702237, 40.78943161791192], [-73.95896535848175, 40.789447614504326], [-73.95899459470277, 40.78946503519141], [-73.95902233961675, 40.78948381239546], [-73.95904848426771, 40.78950387133725], [-73.95907292680994, 40.78952513453862], [-73.95909557132518, 40.789547518220026], [-73.95911632900618, 40.78957093410199], [-73.95913511934025, 40.789595292106824], [-73.95915186655792, 40.789620494954576], [-73.9591737243815, 40.78964680272364], [-73.95919782222192, 40.78967195593906], [-73.95922405233006, 40.789695844700226], [-73.95925230102867, 40.78971836450741], [-73.95928244515834, 40.789739416260566], [-73.95931435444508, 40.7897589089616], [-73.95934788676304, 40.78977675701154], [-73.95938289761106, 40.78979288291478], [-73.95941923300529, 40.789807215476344], [-73.95948949900243, 40.78984117466391], [-73.95955920425385, 40.789875792778176], [-73.95962833928499, 40.789911065314335], [-73.95969689462228, 40.789946985966594], [-73.95976485842127, 40.789983550229316], [-73.9598322212083, 40.79002075179672], [-73.95989897232418, 40.79005858526319], [-73.9599455347282, 40.790081780341566], [-73.95999292001878, 40.790103993240464], [-73.96004109029008, 40.7901252077367], [-73.96009001000598, 40.790145407608], [-73.96013964244456, 40.790164577532266], [-73.96018994851383, 40.79018270308696], [-73.96024089267537, 40.79019977075155], [-73.9602654102493, 40.79022144975467], [-73.96029177574455, 40.79024183807128], [-73.96031986954796, 40.79026084560882], [-73.96034956848781, 40.79027838857716], [-73.9603807399106, 40.79029438768539], [-73.96041324404855, 40.79030877174478], [-73.96044693757409, 40.790321477669956], [-73.96048167123209, 40.79033244777668], [-73.96051728865145, 40.790341635184454], [-73.96055363345833, 40.790348997515395], [-73.9605905433484, 40.79035450229533], [-73.9606224555626, 40.790362178264], [-73.96065383747496, 40.790371027395146], [-73.96068461326995, 40.790381029852206], [-73.96071471187433, 40.79039216039756], [-73.96074406103003, 40.79040439379295], [-73.96077258966669, 40.79041769939788], [-73.9608002302677, 40.790432047473324], [-73.96082464204892, 40.79044469700107], [-73.96085017429215, 40.790455997053776], [-73.9608766978839, 40.7904658908554], [-73.96090407896732, 40.790474327931804], [-73.96093217894132, 40.790481265911836], [-73.96096085683017, 40.790486670528246], [-73.96098996691484, 40.7904905138158], [-73.96101936228669, 40.79049277591337], [-73.96104889484691, 40.79049344596478], [-73.96105973137468, 40.79049527223975], [-73.9610703791889, 40.79049765766084], [-73.96108078734966, 40.79050058960389], [-73.9610909084726, 40.79050405364491], [-73.96110069398857, 40.7905080353596], [-73.96111010007021, 40.79051251582283], [-73.96111908170687, 40.79051747340739], [-73.96112759625814, 40.79052288558649], [-73.9611356058249, 40.79052872623298], [-73.96114307250794, 40.79053496921967], [-73.96114995959505, 40.79054158481768], [-73.96118823241855, 40.79058531521489], [-73.96123042357601, 40.790626910029296], [-73.96127633058244, 40.79066616747651], [-73.96132572843398, 40.790702894769446], [-73.96137837671345, 40.79073691442459], [-73.96143401840723, 40.79076806065937], [-73.96149238345913, 40.79079618119463], [-73.96156967975952, 40.79083667188669], [-73.96164614151049, 40.79087806815243], [-73.96172175094675, 40.79092036008214], [-73.96179648793333, 40.79096353776526], [-73.96187033588998, 40.79100759039197], [-73.9619432758667, 40.791052507151775], [-73.96201529246723, 40.79109827813571], [-73.96204260051312, 40.79111707427445], [-73.96207153855968, 40.79113440492826], [-73.96210197158153, 40.79115018810594], [-73.96213375506998, 40.79116434901733], [-73.96216673977098, 40.791176822776265], [-73.96220077168755, 40.79118754989828], [-73.96223569089312, 40.79119647990192], [-73.96227133271674, 40.79120357040902], [-73.96230753011143, 40.79120878984672], [-73.96234411247293, 40.79121211114381], [-73.96238090918914, 40.791213520736676], [-73.96238885599116, 40.79121335493663], [-73.96239680138306, 40.79121358805726], [-73.96240470863492, 40.791214220086644], [-73.9624125433886, 40.79121524741153], [-73.96242027128655, 40.791216665518256], [-73.96242786034126, 40.791218468993435], [-73.96243527501237, 40.79122064972097], [-73.96244248449966, 40.79122319778537], [-73.96244945563402, 40.79122610236986], [-73.96245615998691, 40.791229349957696], [-73.96246256794454, 40.79123292793233], [-73.96246864989577, 40.79123681917455], [-73.96247438096756, 40.79124100836791], [-73.96247973510515, 40.79124547479246], [-73.96248468862144, 40.79125020133097], [-73.96249654068532, 40.791281532699514], [-73.96250728599043, 40.791313094234766], [-73.96251691743888, 40.79134486342227], [-73.96252542556368, 40.79137681684613], [-73.9625328068219, 40.79140893109246], [-73.96253905529993, 40.79144118454762], [-73.96254416627039, 40.7914735528966]]]}",0342806,176.0,NA,Current,1,CENTRAL PARK PATH,CENTRAL PARK W,5 AV,OFF,I,I,2,2,Protected,Protected,2011-12-01T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.9575689822505, 40.78954972814676], [-73.95757122857226, 40.78954426833717], [-73.9575738859532, 40.78953891673897], [-73.95757694608855, 40.78953369045855], [-73.95758039830419, 40.78952860660146], [-73.95758423192464, 40.789523684074254], [-73.95758843390729, 40.789518938180635], [-73.95759299002401, 40.78951438512429], [-73.95759788486315, 40.7895100393076], [-73.95760310182754, 40.78950591603287], [-73.95760862432084, 40.789502029701964], [-73.95761443337857, 40.78949839201437], [-73.95762051003585, 40.789495015570154], [-73.95762683177394, 40.78949191206743], [-73.95763338081447, 40.78948909140512]]]}",0342805,176.0,NA,Current,1,CENTRAL PARK PATH,CENTRAL PARK W,5 AV,OFF,I,I,2,2,Protected,Protected,2011-12-01T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.96254416627039, 40.7914735528966], [-73.96265067680056, 40.791511055483674]]]}",0297891,176.0,NA,Current,1,CENTRAL PARK PATH,CENTRAL PARK W,5 AV,OFF,I,I,2,2,Protected,Protected,2011-12-01T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.94202874976905, 40.75150480342393], [-73.94206838554281, 40.751462004306]]]}",0172579,1609.0,NA,Current,4,23 ST,QUEENS PLZ S,QUEENS PLZ N,ON,II,II,2,2,Curbside Buffered,Curbside,2011-12-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94211003327189, 40.75141764831], [-73.9421489341448, 40.75137421844029]]]}",0172574,1609.0,NA,Current,4,23 ST,QUEENS PLZ S,QUEENS PLZ N,ON,II,II,2,2,Curbside Buffered,Curbside,2011-12-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.95754166410309, 40.78962221560011], [-73.9575420953185, 40.789620444474025], [-73.95754253245792, 40.789618673350134], [-73.95754297433598, 40.78961690312844], [-73.95754342095269, 40.78961513380902], [-73.95754387230807, 40.78961336539182], [-73.95754432840262, 40.78961159697637], [-73.95754479042007, 40.789609830364114], [-73.9575469536038, 40.78960097653714], [-73.95754955393717, 40.78959219220972], [-73.95755259022842, 40.78958348818728], [-73.95755605654469, 40.78957487797525], [-73.95755994695429, 40.789566373277864], [-73.9575642578952, 40.78955798580025], [-73.9575689822505, 40.78954972814676]]]}",0342800,176.0,NA,Current,1,CENTRAL PARK PATH,CENTRAL PARK W,5 AV,OFF,I,I,2,2,Protected,Protected,2011-12-01T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.94206838554281, 40.751462004306], [-73.94211003327189, 40.75141764831]]]}",0172575,1609.0,NA,Current,4,23 ST,QUEENS PLZ S,QUEENS PLZ N,ON,II,II,2,2,Curbside Buffered,Curbside,2011-12-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.95747298814562, 40.78973481050358], [-73.95751969901045, 40.78974276564363], [-73.95752635589479, 40.78971766393784], [-73.9575267252564, 40.78971256183685], [-73.95752714674852, 40.789707461556056], [-73.95752761918573, 40.78970236399555], [-73.95752814375281, 40.789697269155745], [-73.95752872044915, 40.78969217793714], [-73.95752934808999, 40.7896870903393], [-73.95753002786006, 40.78968200636266], [-73.9575313496564, 40.78967342867975], [-73.95753278518731, 40.78966486184474], [-73.95753433445215, 40.789656306758125], [-73.9575359974508, 40.789647763419865], [-73.95753777299798, 40.78963923273007], [-73.95753966227664, 40.789630717390644], [-73.95754166410309, 40.78962221560011]]]}",0342799,176.0,NA,Current,1,CENTRAL PARK PATH,CENTRAL PARK W,5 AV,OFF,I,I,2,2,Protected,Protected,2011-12-01T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.9421489341448, 40.75137421844029], [-73.9422716890338, 40.751244717926056]]]}",0172576,1609.0,NA,Current,4,23 ST,QUEENS PLZ S,QUEENS PLZ N,ON,II,II,2,2,Curbside Buffered,Curbside,2011-12-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.0766811077687, 40.58016725814609], [-74.07659432023382, 40.58008835356378], [-74.07613069627303, 40.57978465551097]]]}",0230192,2094.0,NA,Current,5,SOUTH BEACH GREENWAY,F D R BOARDWALK,FR CAPODANNO BLVD,OFF,I,I,2,2,Protected,Protected,2011-12-09T00:00:00.000,,,,,,,,,bike_lane_install
